省份,市,区县,店铺名,地址,坐标,电话
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.758099,45.760778",0451-51983119;13359717119
黑龙江省,哈尔滨市,尚志市,尚志市公安消防器材厂,二道桥东附近,"127.974066,45.200049",0451-53333433
黑龙江省,哈尔滨市,道外区,黑龙江百昂消防器材有限公司,红城小区17号楼四门市,"126.725091,45.775804",18644092253
黑龙江省,哈尔滨市,平房区,哈尔滨安诺消防器材有限公司,国际花都二期四栋1单元102门市,"126.633469,45.592310",15146299119
黑龙江省,哈尔滨市,道外区,雷航消防器材有限公司,东北新街164号,"126.664963,45.794940",15046652891
黑龙江省,哈尔滨市,道外区,哈尔滨三团消防,禧龙五金市场东7街区C栋10号,"126.758296,45.764647",13945087119;0451-51069719;15046115119
黑龙江省,哈尔滨市,道外区,消防救援装备,先锋路146号,"126.711389,45.769408",13115147788
黑龙江省,哈尔滨市,南岗区,亿安消防交通对讲(中宣街店),长江路2-10号,"126.667284,45.744478",0451-82636016;0451-87203119
黑龙江省,哈尔滨市,平房区,五金劳保消防,建文街33号附近,"126.634493,45.601709",13212912348
黑龙江省,哈尔滨市,道外区,永成交通消防标牌厂,先锋路136-2号,"126.711588,45.769426",18246049158
黑龙江省,哈尔滨市,香坊区,哈尔滨华安消防保安器材有限公司,公滨路53号,"126.749486,45.728853",0451-57659333
黑龙江省,哈尔滨市,香坊区,阿呆零食铺,香坊大街街道香坊大街148号,"126.682232,45.723947",14704508373
黑龙江省,哈尔滨市,香坊区,暂无数据,暂无数据,"126.682180,45.722972",18704600121
黑龙江省,哈尔滨市,道外区,龙川消防,道太古街165号,"126.659974,45.784269",0451-55561998
黑龙江省,哈尔滨市,道外区,双发消防,禧龙水暖市场11街区16号,"126.756988,45.770996",15765546119;0451-51030067
黑龙江省,哈尔滨市,道外区,圣翔消防水暖,禧龙大街报达驾驶员培训学校南150米,"126.756952,45.771634",0451-51917994;13029855580
黑龙江省,哈尔滨市,道外区,新恒安消防管件,暂无数据,"126.755308,45.770836",18646035119;13514300011
黑龙江省,哈尔滨市,道外区,小宁消防水暖洁具商行,哈东路369号城东旧物大市场院内水暖区A2一1号,"126.741639,45.791344",13936560505
黑龙江省,哈尔滨市,道外区,通联消防五金电料,禧龙大街73号附近,"126.757130,45.761864",18246089219;13836197871
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.756815,45.764790",13796030449
黑龙江省,哈尔滨市,南岗区,黑龙江鸿太消防工程有限公司,清滨路72之14-16,"126.613837,45.725550",0451-86339738
黑龙江省,哈尔滨市,南岗区,长城消防设施安装有限责任公司,富水路121号,"126.702617,45.743314",0451-82380079
黑龙江省,哈尔滨市,香坊区,黑龙江隆升消防设备制造有限公司,新香坊村公滨路49-2号,"126.755216,45.729999",0451-53001119
黑龙江省,哈尔滨市,南岗区,黑龙江省消防设备有限公司,华山北路57号15号楼3单元101室,"126.680764,45.764148",0451-82409324
黑龙江省,哈尔滨市,南岗区,黑龙江绿地消防工程有限公司,黄河路235号中龙热电办公楼2楼,"126.716975,45.758366",0451-87710333
黑龙江省,哈尔滨市,平房区,黑龙江省建兴消防设备有限公司,月华路12号,"126.706064,45.597863",0451-87375666
黑龙江省,哈尔滨市,香坊区,黑龙江树德消防设施检测有限公司,赣水路地王大厦604,"126.674267,45.741905",13339406225
黑龙江省,哈尔滨市,松北区,哈尔滨光华消防设施维护有限公司,龙川路1766号附近,"126.527207,45.819764",13895756803
黑龙江省,哈尔滨市,香坊区,哈尔滨市龙淼消防设备有限公司,哈平路街道乐园街1号(食品厂院内),"126.650736,45.711040",13030043222
黑龙江省,哈尔滨市,香坊区,哈尔滨市金桥消防设备有限公司,六顺街91-5号,"126.680469,45.736013",15304604119
黑龙江省,哈尔滨市,道外区,大旺消防水暖,先锋路8号禧龙大市场水暖区9街区12-13号,"126.757413,45.771691",0451-51858392;0451-51858393
黑龙江省,哈尔滨市,道外区,威逊消防管件,晶城三路与华南三路交叉路口往西南约100米,"126.855702,45.749292",0451-51858979;13936097846
黑龙江省,哈尔滨市,道里区,山东强力消防工程有限公司(哈尔滨分公司),河山街60号附近,"126.583671,45.751019",15104596503
黑龙江省,哈尔滨市,香坊区,黑龙江鸿桐消防技术有限公司,延福街43号,"126.706899,45.728112",13091875530
黑龙江省,哈尔滨市,道外区,黑龙江振煌消防设备有限公司,华南城B区E5栋1层03号(华盛奥特莱斯旁500米),"126.855652,45.749064",18745077119;0451-87841197
黑龙江省,哈尔滨市,道里区,哈尔滨市中安消防安全设备有限公司,新发镇机场路薛家二厂村新企路40号,"126.489158,45.659381",0451-84109333
黑龙江省,哈尔滨市,道外区,哈尔滨市榜程消防设备有限公司,南十六道街33号,"126.659545,45.783089",13244571888
黑龙江省,哈尔滨市,南岗区,蚌埠依爱消防电子有限责任公司(哈尔滨办事处),海河东127号,"126.705774,45.760292",18505529765
黑龙江省,哈尔滨市,道外区,哈尔滨市鑫龙安消防设备有限公司,新发村,"126.782624,45.833379",18204611911
黑龙江省,哈尔滨市,南岗区,黑龙江中消安全消防设备有限公司,中兴大道160号万达写字楼B1座2212,"126.593174,45.701163",0451-57779554
黑龙江省,哈尔滨市,香坊区,哈尔滨聚龙消防设备制造有限公司,普凡农牧有限公司南,"126.915793,45.779827",0451-82041119
黑龙江省,哈尔滨市,道里区,湖南高城消防实业有限公司东北分公司,群力大道3517号星光耀广场A座704,"126.529760,45.732119",0451-82440000
黑龙江省,哈尔滨市,道外区,大兴旺消防水暖,海员街1-5号附6-7号,"126.677541,45.799324",0451-83050039;0451-83050008;18745135366
黑龙江省,哈尔滨市,道外区,热通水暖消防管件,海员街15号附近,"126.678973,45.799637",0451-88943967;13703632017
黑龙江省,哈尔滨市,松北区,黑龙江博焱森林消防装备制造有限公司哈市办事处,哈尔滨市松北区祥安大街有色地质家园七栋二号,"126.514167,45.819505",0451-58990564
黑龙江省,哈尔滨市,道外区,忠义交通消防标志牌批发安装设备有限公司,东北新街,"126.664676,45.795273",0451-88943234;13766887882
黑龙江省,哈尔滨市,道外区,同创交通消防标志牌,禧龙五金市场东二十A5,"126.756796,45.761696",0451-51840270;13613622615
黑龙江省,哈尔滨市,道外区,万邦消防通风空调,太古街11号,"126.664055,45.786985",0451-86816999;13796002526
黑龙江省,哈尔滨市,道里区,超龙空调通风消防工程,顾新路与乡政街交叉口(顾新街313号),"126.595254,45.731334",13796637280;13766802673
黑龙江省,哈尔滨市,道外区,哈尔滨市鑫太宏消防水暖大全,禧龙水暖批发市场4区21号,"126.759392,45.772157",0451-55583551;13836004119;13836140763
黑龙江省,哈尔滨市,道外区,哈尔滨闽弘消防水暖阀门批发部,天恒大街234附近,"126.775247,45.787635",13504848456
黑龙江省,哈尔滨市,道外区,忠义交通消防标牌厂,禧龙大街137栋附近,"126.756633,45.764967",18204613055
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.644518,45.768050",0451-57835999
黑龙江省,哈尔滨市,五常市,宝泉集团,五常镇亚臣路69号,"127.168037,44.901901",13936222250
黑龙江省,哈尔滨市,香坊区,恒驰交通消防标牌厂,公滨路49-A号,"126.753707,45.731095",18249507555
黑龙江省,哈尔滨市,道外区,远博消防排风空调工程有限公司,南20道街26号,"126.663631,45.788099",0451-58865558;18645068687
黑龙江省,哈尔滨市,道外区,顺达锅炉辅机,太古街129号,"126.661432,45.784693",0451-87815520;13836009927
黑龙江省,哈尔滨市,巴彦县,众军消防器材,福泰小区吉庆路8号,"127.400062,46.088142",18249123789
黑龙江省,哈尔滨市,道里区,煤改电采暖空调消防通风建筑装饰工程,机场路297号附近,"126.513883,45.683162",0451-84529129
黑龙江省,哈尔滨市,道外区,哈尔滨市强胜阀门,太古街270号,"126.656253,45.782681",15045632863
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.660718,45.784480",0451-88966425
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.678346,45.799566",0451-58837928
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.758117,45.764348",13796652678
黑龙江省,哈尔滨市,道外区,丰卓机电设备有限公司,靖宇街道南二十道街7号,"126.664614,45.788210",0451-88996066
黑龙江省,哈尔滨市,南岗区,隆源消防,第四方元里,"126.664209,45.746294",0451-82631110;13895744410
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.752667,45.774474",15045080357
黑龙江省,哈尔滨市,道外区,浩瑞达通风设备有限公司,道南二十道街37号,"126.663812,45.789423",13114511345
黑龙江省,哈尔滨市,香坊区,中国移动手机专卖店(香坊大街店),香坊大街副146-3号,"126.682288,45.723902",15714510086
黑龙江省,哈尔滨市,南岗区,暂无数据,暂无数据,"126.665786,45.744354",0451-82622775;18903601000
黑龙江省,哈尔滨市,香坊区,哈尔滨市市安消防工程有限公司,南直路14-4号,"126.706040,45.737114",0451-55145119;18746118119
黑龙江省,哈尔滨市,南岗区,恒安消防工程,华山北路与淮河路交叉口西北150米,"126.679654,45.761432",0451-82316488
黑龙江省,哈尔滨市,双城区,双城区消防大队,暂无数据,"126.337482,45.386914",0451-53117930
黑龙江省,哈尔滨市,道外区,天龙消防,华南城精品C区E6-19号,"126.861143,45.747257",13945140279;13945108248
黑龙江省,哈尔滨市,南岗区,黑龙江省消防培训中心,闽江路241号,"126.687132,45.748540",0451-51800000
黑龙江省,哈尔滨市,道外区,水力消防,禧龙水暖市场8区19号,"126.756520,45.771776",0451-51030119;18404069987
黑龙江省,哈尔滨市,道外区,龙江消防,禧龙国际物流园区禧龙水暖市场九街区,"126.757872,45.771748",18004614119;13945001531
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.652909,45.782184",0451-88114500
黑龙江省,哈尔滨市,道里区,博安消防,民乐街21号,"126.613209,45.745507",15545137037
黑龙江省,哈尔滨市,道外区,宏泰消防,太古街345/347号附近,"126.652366,45.782025",15546196491
黑龙江省,哈尔滨市,南岗区,星安消防,中宣街19号102室,"126.665772,45.744294",18104513888
黑龙江省,哈尔滨市,道外区,金港消防,禧龙水暖市场四街区15-18号,"126.759467,45.772180",18903667208
黑龙江省,哈尔滨市,道外区,华泰消防,禧龙五金市场东26街区B栋17号,"126.757229,45.761418",0451-58831929;13945186746
黑龙江省,哈尔滨市,南岗区,鑫源消防,中宣街17号,"126.665610,45.744206",0451-82645588
黑龙江省,哈尔滨市,道外区,民安消防,禧龙五金市场东11街区A栋4号,"126.756366,45.763320",13936348003;13314504119
黑龙江省,哈尔滨市,道外区,腾飞消防,禧龙水暖十一街区3号,"126.758075,45.771341",0451-51869581;13845055596
黑龙江省,哈尔滨市,香坊区,鑫城消防,汉水路与红旗大街交叉口东50米路南,"126.696497,45.744646",13313696119;0451-82374418
黑龙江省,哈尔滨市,道外区,龙江消防,海员街1-5号副17号,"126.678114,45.799496",13945001531
黑龙江省,哈尔滨市,道外区,华迪消防(太古街),太古街221号,"126.657722,45.783556",0451-57800789
黑龙江省,哈尔滨市,南岗区,哈尔滨消防支队特勤大队,王岗镇永丰大街165号,"126.587511,45.683426",18904880211
黑龙江省,哈尔滨市,道里区,群西消防队,三环路1号附近,"126.527509,45.741097",18846187123
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.660151,45.784533",13936664522
黑龙江省,哈尔滨市,南岗区,黑龙江省公安消防总队医院,汉水路155号,"126.694785,45.7455",0451-55588120
黑龙江省,哈尔滨市,南岗区,华安消防(中宣街店),中宣街25号,"126.665787,45.744410",0451-82612238
黑龙江省,哈尔滨市,双城区,暂无数据,暂无数据,"126.305900,45.379229",13303658119;18944663086
黑龙江省,哈尔滨市,道外区,黑龙江消防批发中心,太古街357号,"126.651890,45.781990",0451-88952273
黑龙江省,哈尔滨市,道外区,交通消防设施,南勋街254号,"126.645126,45.781574",18324601189
黑龙江省,哈尔滨市,南岗区,武警哈尔滨公安消防医院甲亢诊疗中心,中山路137号,"126.666163,45.741134",0451-82601789;18545599663
黑龙江省,哈尔滨市,平房区,哈尔滨市公安消防支队平房中队,友协大街37号,"126.638164,45.597992",0451-86504634
黑龙江省,哈尔滨市,道外区,振安消防项目部,东直路与新江桥街交叉口西北50米,"126.695851,45.790897",18045100119
黑龙江省,哈尔滨市,道外区,亚尚通消防,南十八道街13号附近,"126.662858,45.785165",18846119119
黑龙江省,哈尔滨市,道外区,暂无数据,暂无数据,"126.663294,45.785991",15846625119
黑龙江省,哈尔滨市,平房区,忠义交通消防,兴建街道通宾路31号,"126.647761,45.602578",0451-86576663
黑龙江省,哈尔滨市,道外区,天诚消防航母,太古街312号,"126.653777,45.781647",0451-57802233
黑龙江省,哈尔滨市,道外区,展希消防,太古街27号,"126.664164,45.786749",0451-88171199;18088772456
黑龙江省,哈尔滨市,道外区,鑫盛艳消防,南直路388-6号,"126.704011,45.776414",13199532222
黑龙江省,哈尔滨市,道外区,优能交通消防设施,禧龙大市场东五街区c栋22号,"126.758823,45.764023",18846832777
黑龙江省,哈尔滨市,道外区,消防通风饭店排烟,南二十道街116-4号附近,"126.662267,45.789927",0451-89744333;13654569693
黑龙江省,哈尔滨市,木兰县,老消防队家属楼,金街140号,"128.049499,45.945632",18845076676
黑龙江省,哈尔滨市,道外区,路好交通消防设施批发,五金建材批发市场东区19A5,"126.757017,45.762021",15561878236
黑龙江省,哈尔滨市,松北区,强胜消防阀门仓库,爱民路东旭路交口,"126.662062,45.838135",15045632863
黑龙江省,哈尔滨市,南岗区,黑龙江省消防培训中心·宴会厅,闽江路241号,"126.687121,45.748523",0451-51800000
黑龙江省,哈尔滨市,道外区,普传变频远红消防(太古街店),道太古街217号,"126.657886,45.783592",0451-88996387;13904814105
黑龙江省,哈尔滨市,道外区,鸿泰交通消防标志牌,禧龙五金市场东18街区C栋14号,"126.758942,45.762204",18346588119
黑龙江省,哈尔滨市,香坊区,暂无数据,暂无数据,"126.706017,45.737007",15945154567
黑龙江省,哈尔滨市,道外区,消防热能一站式批发团购,南勋街174号,"126.647611,45.782292",0451-53627333
黑龙江省,哈尔滨市,香坊区,森淼仓买(消防胡同),消防胡同12-2,"126.682117,45.723441",0451-55669469
黑龙江省,哈尔滨市,五常市,申通快递(五常公司),消防队南荣隆物流园院内,"127.166965,44.896984",0451-55845444
黑龙江省,哈尔滨市,五常市,李家小院,消防队南1000米吉利4s店对面李家小院,"127.166654,44.896264",15245616908
黑龙江省,哈尔滨市,香坊区,万家开锁行,通站街80号,"126.682627,45.722404",0451-55277110;15245169838
黑龙江省,哈尔滨市,香坊区,暂无数据,暂无数据,"126.682294,45.723893",0451-55659900
黑龙江省,哈尔滨市,五常市,五常溢信二手车行,雅臣路28号消防队旁,"127.166961,44.901295",18088773567;15114620222
黑龙江省,哈尔滨市,香坊区,添彩传世文玩商行,香坊大街街道消防胡同1-11号,"126.684122,45.724016",15663727999
黑龙江省,哈尔滨市,南岗区,安之酸植物营养染发护发连锁(香醍雅诺店),哈西大街516-8-3号南郡香醍雅诺二期消防通道门市,"126.596799,45.698292",18018854557
黑龙江省,哈尔滨市,香坊区,暂无数据,暂无数据,"126.682034,45.723717",15134567533;13604511611
黑龙江省,哈尔滨市,香坊区,中央红超市,香坊大街街道消防胡同14-2,"126.682035,45.723665",15145042926
黑龙江省,哈尔滨市,香坊区,五福茉莉香鸭颈王(香坊总店),香坊大街附146-5号,"126.682211,45.723951",15244634556;18646016662
黑龙江省,哈尔滨市,双城区,篙梁烤醋,消防队西斜对面,"126.342529,45.373715",0451-53982125
黑龙江省,哈尔滨市,香坊区,来来快餐,香坊大街街道司徒街附8号,"126.682188,45.723891",13945014019
黑龙江省,哈尔滨市,香坊区,中央红小月亮超市,香坊大街消防胡同14-2,"126.682070,45.723576",15145042926
黑龙江省,哈尔滨市,呼兰区,维依爱主题睡吧,学院路滨才城小区林郡D栋9号门市(紧邻消防队),"126.516489,45.877519",15504611377;13945666515
黑龙江省,哈尔滨市,道里区,暂无数据,暂无数据,"126.577138,45.730583",0451-88888768;18145158961
黑龙江省,哈尔滨市,南岗区,暂无数据,暂无数据,"126.665753,45.744281",0451-82611110
黑龙江省,哈尔滨市,依兰县,千里电瓶大全,公安消防大队对面,"129.572872,46.312296",18845010269
黑龙江省,哈尔滨市,香坊区,洋洋快捷宾馆(哈尔滨通站街店),"消防胡同2-2号(靠近香坊火车站,香坊公园附近)","126.681960,45.723145",0451-87975162;18746583242
黑龙江省,哈尔滨市,香坊区,姐妹的士水饺,香坊大街街道通站街61号,"126.681790,45.723113",13206665112
黑龙江省,哈尔滨市,香坊区,喜光主题小宾馆,消防胡同12-4号(香坊火车站附近),"126.682102,45.723486",0451-88967755;0451-88295577
黑龙江省,哈尔滨市,香坊区,暂无数据,暂无数据,"126.682041,45.723663",13946046063
黑龙江省,哈尔滨市,道里区,爱建洗车行(安隆街店),爱建街道安隆街90号爱建消防支队对面,"126.608572,45.761357",18804650580;18545002903
黑龙江省,哈尔滨市,道外区,纪世脑病中医院,南直路777号(东方中医肝胆消化系统病研究所)(太平消防队),"126.701549,45.789424",0451-87076788;0451-58901188
黑龙江省,哈尔滨市,道里区,哈尔滨市道里区消费者协会,抚顺街313号,"126.617193,45.753166",0451-84545315
