省份,市,区县,店铺名,地址,坐标,电话
河南省,郑州市,管城回族区,河南山河消防沟槽批发,郑东建材家居城C区5栋1-2号,"113.750520,34.749518",0371-68088818
河南省,郑州市,管城回族区,绿城劳保交通设施,百鸿机电市场D2排6-7,"113.676393,34.636036",13255926663
河南省,郑州市,中牟县,暂无数据,暂无数据,"114.004384,34.723768",13949134799
河南省,郑州市,新密市,艺苑百文批发,新华路街道南密新路41号消防大队北二十米,"113.395887,34.528295",0371-69821323
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.819782,34.506423",18567308801
河南省,郑州市,二七区,万盛酒业,南三环碧云路赣江路交叉口二七消防大队往东20米华中生活超市南门左拐第四家,"113.666750,34.704453",18203695287
河南省,郑州市,金水区,爱贝优品(天伦水晶城店),中方园路与北环路交叉口天伦水晶城西门物业自用房消防室隔壁,"113.657409,34.812122",15890082727
河南省,郑州市,新郑市,泰科消防,华南城11B1-259号,"113.744209,34.597832",18903715780;0371-61196119
河南省,郑州市,新郑市,铭轩消防(阀门管件),孟庄镇飞宇机电市场18号楼114号,"113.734081,34.617977",18837137631
河南省,郑州市,管城回族区,山鹰消防电线,姚庄五金机电市场D区17号,"113.728062,34.697249",0371-86609800;0371-60333208;13073710859
河南省,郑州市,新郑市,河南华鼎消防阀门有限公司,华南城11B-1-39-42,"113.742701,34.598657",0371-55889119;18530858225
河南省,郑州市,新郑市,聚成消防水暖,华南城11区B1-65号,"113.745077,34.598249",15639739393;17752514321
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.742956,34.599169",13733871633
河南省,郑州市,新郑市,卓乾消防,华南城十一区B区1-106,"113.743829,34.598356",15003820018
河南省,郑州市,荥阳市,惠民水暖消防批发站,五洲城一期一楼A8-1034,"113.419016,34.752763",15738362723
河南省,郑州市,中原区,华海消防,陇海西路与昆仑路向西50米路南,"113.593926,34.736066",17760791119;13607699238
河南省,郑州市,新郑市,华盾消防,郭店镇李坟村对面大桥石化北隔壁,"113.686495,34.544384",0371-62666119
河南省,郑州市,新郑市,鑫德瑞消防水暖,万里物流六盛分部西北(求实路东),"113.737509,34.615246",0371-60980119;15981959133
河南省,郑州市,新郑市,玫德集团迈克消防(华南城店),华南城11B1-257号,"113.744251,34.597767",18903715780;0371-61196119
河南省,郑州市,上街区,鑫安消防,济源路65号西70米,"113.306672,34.807164",13592572496;13803821373
河南省,郑州市,新郑市,睿兴消防,龙湖镇华南城二路创新路华南城11区B1-146,"113.744866,34.598085",18538021538
河南省,郑州市,二七区,河南泰合消防工程有限公司,二七绿地中心一期2号楼504,"113.649358,34.669767",15038012567
河南省,郑州市,中原区,河南开元消防工程有限公司,王屋路国家大学科技园创新园4号楼E座,"113.602204,34.797151",0371-63396119
河南省,郑州市,金水区,郑州安创消防设备有限公司,弘润路丰乐五金机电城31号楼3单元2楼东户,"113.635017,34.806531",0371-55632119
河南省,郑州市,金水区,郑州树安消防设备有限公司,郑汴路138号英协广场B座2315室,"113.719933,34.747348",0371-86021767
河南省,郑州市,新郑市,富鹏消防,六盛钢材市场,"113.735713,34.614070",15378735208
河南省,郑州市,管城回族区,亚龙消防,西周路与福禄街交叉口东南侧郑东建材家居城c区5栋3号,"113.750497,34.749472",0371-68086587;13703955865
河南省,郑州市,管城回族区,暂无数据,暂无数据,"113.698198,34.720419",0371-56012039;0371-55988180
河南省,郑州市,中牟县,菲尔曼消防科技,人文路质晟嘉园3栋2层,"113.932571,34.723977",17637888119
河南省,郑州市,荥阳市,海天消防科技股份有限公司,京城路与站南东路交叉口示站南东路001号,"113.412900,34.796200",0371-63257119;15713867119
河南省,郑州市,金水区,河南省中原消防工程有限公司,郑东新区农业路与中州大道交叉口苏荷公寓17楼东南角,"113.705902,34.787067",0371-66380618
河南省,郑州市,金水区,河南鑫格消防工程有限公司,丰华北路与北三环入口交叉口北200米,"113.632995,34.814623",0371-63363144
河南省,郑州市,新郑市,恒久通管件管材,双湖大道六盛钢材市场东门门西三栋,"113.737499,34.613672",4006228885
河南省,郑州市,金水区,河南豫消建筑消防安装工程有限公司,民航路15号企业壹号5层0501室,"113.718930,34.764910",0371-65975955
河南省,郑州市,新密市,河南天铸消防设备有限公司,桃源村百汇超市东老战士疗养院路口往南100米,"113.623899,34.520771",15537150949
河南省,郑州市,新郑市,巨龙(西溪)消防有限公司,华南城一路华南城建材4B区-1-427-431号,"113.731640,34.604864",0371-63357190;13676927600
河南省,郑州市,新郑市,鑫兴标准件,华南城7B-1-19号,"113.735530,34.597781",0371-55001644;13837148282
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.741738,34.598357",13916994347
河南省,郑州市,金水区,河南无限消防实业公司,英协路沈庄路交叉口西南角传媒创意中心11层,"113.717617,34.755503",0371-61893333
河南省,郑州市,新郑市,百汇消防水暖,创新路华南城11区b1-12,"113.745280,34.598710",0371-56776978;15537148288
河南省,郑州市,荥阳市,郑州昊天消防电线,五洲城3期B9-1079-1080,"113.413257,34.753038",15639743111
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.745353,34.598391",18339812928
河南省,郑州市,二七区,郑州中沃消防科技有限公司,马寨工业园发展路6号,"113.513953,34.698724",0371-63380313;4006137776;0371-63333768
河南省,郑州市,金水区,河南华豫达消防安全检测有限公司,金水路未来路商城饭店院内新疆特产2楼,"113.702354,34.761694",0371-55616209;18539987333
河南省,郑州市,新郑市,精胜消防设备有限公司,华南城一路4附近,"113.731730,34.603751",15517111193
河南省,郑州市,金水区,河南捷迅消防检测有限公司,杨金路聚方科技园A2东座5楼,"113.740999,34.845284",0371-67911916;15515658119;18539915119
河南省,郑州市,新郑市,河南瀚博消防设备有限公司,乾龙物流园19-62号,"113.749687,34.578981",0371-55089193
河南省,郑州市,新郑市,河南山河消防设备有限公司,龙湖镇华南城9A区号楼1-2层1493号,"113.738308,34.598231",0371-56872219;19913872119;13643715312
河南省,郑州市,管城回族区,郑州正辰消防工程有限公司,19号1号楼6楼601、623号,"113.717665,34.688763",15038669097
河南省,郑州市,登封市,郑州建安消防工程有限公司,守敬路与高庄老街交叉口东南50米,"113.052229,34.450279",0371-62863266
河南省,郑州市,管城回族区,河南博明消防技术有限公司,文治路鼎尚街云时代广场3号楼427室,"113.720977,34.691319",17836933119
河南省,郑州市,荥阳市,郑州蓝海消防科技实业有限公司,庙王路(郑州五龙电力有限公司东南侧约200米),"113.335967,34.775358",0371-85223898
河南省,郑州市,中原区,河南全乐消防科技有限公司,瑞达路96号,"113.565835,34.813370",17055556119
河南省,郑州市,新郑市,河南博玺消防科技有限公司,023县道南50米,"113.732836,34.590228",15838156709;15838186668
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.733826,34.614464",15880244188;17638143119
河南省,郑州市,新郑市,郑州市三安消防设备有限公司,华南城一路与求实路交叉口西南150米,"113.732120,34.605646",13525592705
河南省,郑州市,二七区,河南安嘉消防设备有限公司,马寨镇光明路与团结路交叉口南150米,"113.528648,34.702291",13523575750
河南省,郑州市,新郑市,河南青鸟消防港区事业部,航空港区裕鸿世界港三号楼B座705室,"113.839148,34.573165",18339267757
河南省,郑州市,新郑市,帅魁消防设备有限公司,祥和路飞宇机电城15号楼133,"113.734333,34.617900",17739769598
河南省,郑州市,中原区,河南联纵消防科技有限公司,高新区莲花街316号圣世嘉业6号楼602号,"113.510311,34.834568",0371-85965720;4008844119
河南省,郑州市,中原区,河南雷霆消防技术有限公司,科学大道53号楼附近,"113.576448,34.806667",0371-58600376
河南省,郑州市,管城回族区,郑州翰安消防技术有限公司,城东路与二里岗南街交叉口东院内,"113.691144,34.729616",17319762119
河南省,郑州市,新郑市,河南凯依消防工程有限公司,郭店镇107国道中华路乾隆物流园2栋A13号,"113.746788,34.580735",13838501122
河南省,郑州市,新郑市,郑州天之恩消防设备有限公司,乾隆物流园2-01,"113.734000,34.609378",0371-63315119
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.742668,34.598549",0371-55889119;18530858225
河南省,郑州市,上街区,郑州华酷消防工程有限公司,峡窝镇金屏路42号,"113.306572,34.782494",0371-61111455
河南省,郑州市,中原区,费尔思孚消防技术服务有限公司,沁河路43号,"113.599750,34.722687",13937166637
河南省,郑州市,管城回族区,暂无数据,暂无数据,"113.783005,34.716119",13233999951
河南省,郑州市,金水区,浙江中久消防工程有限公司郑州分公司,宏康路与洛阳路交叉口海亮时代,"113.667881,34.842051",17320124119
河南省,郑州市,二七区,消防照明,金泰成·西区17号,"113.649420,34.728520",13343857577
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.745045,34.598534",18039664315
河南省,郑州市,金水区,河南宏泰消防设备检测技术有限公司,郑东新区商务内环路与众意西路交叉口金成东方国际10号楼804,"113.720270,34.774820",13673691828
河南省,郑州市,新郑市,河南泰科消防设备有限公司仓储中心,郭店镇Y008,"113.747286,34.578410",0371-61196119
河南省,郑州市,中牟县,河南九之安消防设备有限公司,白沙镇东润城臻园,"113.898083,34.731180",17105206666
河南省,郑州市,管城回族区,豫晋消防水暖,香江二路23号,"113.750296,34.749250",0371-68088548;13837158848
河南省,郑州市,新郑市,郑州积分宝消防养老运营中心,双湖大道与龙湖大道交叉口东南150米,"113.683417,34.609683",13849059018
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.739448,34.596675",0371-55889681;18903715027
河南省,郑州市,新郑市,珍阳(消防)实业有限公司,华南城4A区4街11-12号,"113.731027,34.603373",0371-68706838;0371-61693036
河南省,郑州市,荥阳市,郑兴钢材水暖消防商行,五洲城二期D10-1103,"113.414679,34.756268",15903688184
河南省,郑州市,荥阳市,河南大禹消防科技股份有限公司,棋源路与建设路交叉口东北侧,"113.421302,34.804658",0371-67543119;18503840119;13523538119
河南省,郑州市,惠济区,消防器材交通设施,长兴路与国基路交叉口东南角消防器材,"113.626786,34.819156",13673353220
河南省,郑州市,荥阳市,消防管件,五洲城1期A1-1034,"113.416250,34.751530",15838389517
河南省,郑州市,管城回族区,菲驰生态木河南运营中心,久昌消防检测有限公司厂房西南,"113.852050,34.725555",15093264208
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.735846,34.613372",13071097119
河南省,郑州市,中原区,海力特集团(合欢街),高新区合欢街61号,"113.542983,34.797579",0371-67987386
河南省,郑州市,中原区,鑫安利,翠竹街1号总部企业基地59号楼,"113.566140,34.819518",0371-86031537;0371-65668801
河南省,郑州市,管城回族区,鑫煜消防,宽广洁具批发市场2期18号楼1-5号,"113.725282,34.698899",0371-63269819
河南省,郑州市,管城回族区,中央空调消防排烟,郑东建材家居城C区4栋25号,"113.750276,34.749144",18654758030;15637134006
河南省,郑州市,金水区,玛思通风空调消防新风软管,铭功路83号豫港机电市场1楼A区11,"113.660654,34.759252",15003886108;0371-66202862;13373931696
河南省,郑州市,新郑市,消防应急照明,华南城一路与创新路交叉口华南城8B-3-09,"113.741039,34.605786",18736321214;18703899119
河南省,郑州市,新郑市,飞宇机电城,龙湖镇工商银行西北400米,"113.733139,34.614865",0371-53320000
河南省,郑州市,二七区,上海应达风机有限公司(彭公祠街),铭功路83号豫港大厦D区6号,"113.660188,34.759817",0371-66232512;0371-66259926
河南省,郑州市,新郑市,科莱消防通风中央空调设备商行,龙湖镇华南城9b-1-109室,"113.740592,34.597915",15538087977
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.735043,34.604192",0371-63337703;0371-56033958;13526513056
河南省,郑州市,管城回族区,暂无数据,暂无数据,"113.750329,34.749490",0371-68086587;13703955865
河南省,郑州市,二七区,消防防爆灯具,金泰成·中区23号,"113.649925,34.728313",13938404159
河南省,郑州市,新郑市,郑州科冠消防器材有限公司,飞宇机电城8号楼111-112,"113.734134,34.615208",15515506119
河南省,郑州市,荥阳市,安甜消防工程照明,010乡道北100米,"113.413390,34.754438",18503821192
河南省,郑州市,中牟县,暂无数据,暂无数据,"114.003325,34.723385",13223016326
河南省,郑州市,二七区,暂无数据,暂无数据,"113.532486,34.681750",17752517776;0371-63711889
河南省,郑州市,中牟县,八一钢铁镀锌消防管,中部定制家居文化小镇10排26-27号,"113.854810,34.743350",15617517420
河南省,郑州市,中原区,双塔油漆,建设西路78号附6号消防器材店,"113.607891,34.756587",13803813188
河南省,郑州市,中牟县,君泽消防,万胜路与万胜路(东)交叉口西50米,"113.976000,34.715685",17637888119
河南省,郑州市,新郑市,香江消防,暂无数据,"113.737434,34.598240",15515779119;15738851207
河南省,郑州市,金水区,凤凰东路水泥大沙店,凤凰台街道办事处微型消防站木材库站,"113.720768,34.744302",13623826276
河南省,郑州市,惠济区,暂无数据,暂无数据,"113.692570,34.867397",15538378810
河南省,郑州市,新郑市,天宇涂料商行,华南城一路4b区1-368,"113.730297,34.605019",15738800119;13949129736
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.739894,34.605952",0371-62657688
河南省,郑州市,新郑市,鑫宇灯饰,华南城一路与求实路交叉口西170米,"113.735098,34.604747",0371-56682577;18739943888
河南省,郑州市,中牟县,暂无数据,暂无数据,"114.004792,34.723195",0371-62196960;13938272211
河南省,郑州市,中牟县,箭牌卫浴(官渡西路店),商都大街与官渡大街交叉口路北消防大队西邻,"114.003634,34.723423",0371-62119333
河南省,郑州市,荥阳市,彦超消防,京城路街道繁荣路中段房管局对面,"113.402504,34.779063",18638119297;15225127567
河南省,郑州市,中牟县,暂无数据,暂无数据,"113.851623,34.660512",4009371666
河南省,郑州市,上街区,暂无数据,暂无数据,"113.273404,34.830484",18530008721
河南省,郑州市,二七区,资晨消防交通器材,嵩山南路69号中原百姓广场D馆一层29号,"113.629305,34.701226",15237185119
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.709634,34.536151",0371-62629000
河南省,郑州市,新郑市,郑州侨恩消防,渔夫子路南段295号,"113.765470,34.386581",0371-62626777;18100332555
河南省,郑州市,金水区,暂无数据,暂无数据,"113.633240,34.806017",13837187119
河南省,郑州市,管城回族区,郑州博洋消防设备有限公司,中部建材城祥金福水暖区20号,"113.789191,34.732234",15936298119
河南省,郑州市,中原区,消防配件,翠竹街1号,"113.565940,34.820095",18337198337
河南省,郑州市,荥阳市,消防交通,索河街道郑上路701汽车站向东200米路南,"113.387942,34.781141",13673365918;15738301639
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.732751,34.603758",0371-56775119;18300678887
河南省,郑州市,新郑市,香江消防,双湖大道与求实路交叉口路北飞宇五金机电城17号楼118号,"113.733207,34.615526",0371-55881580;0371-55881508
河南省,郑州市,新郑市,豫中消防,华南城三路华南城9B区1-501号,"113.738451,34.596670",13938408221
河南省,郑州市,新郑市,红星消防,郑新快速路与双湖大道交叉口向东1公里六盛钢材市场西门第2栋红星消防,"113.735845,34.613185",15537172731
河南省,郑州市,中原区,暂无数据,暂无数据,"113.579939,34.784563",0371-67990119
河南省,郑州市,金水区,豫海消防,丰产路街道经三路林科路交叉口向东100米路南,"113.694592,34.788893",13526517989
河南省,郑州市,中原区,郑州市消防协会,绿东村街道桐柏路222号,"113.614567,34.740129",0371-67661600
河南省,郑州市,中原区,经纬消防,白桦路荣邦城中区,"113.560441,34.831137",13938470117
河南省,郑州市,新郑市,红海消防,飞宇机电城10号楼2层201,"113.732661,34.616152",18037383733
河南省,郑州市,新郑市,聚源消防,"创新路与华南城三路交叉口路北50米,11B区","113.742903,34.598118",0371-55002296
河南省,郑州市,金水区,暂无数据,暂无数据,"113.633877,34.807905",0371-55511119;13283880603
河南省,郑州市,二七区,大禹消防(南三环),南三环与碧云路中陆机电城5排42号,"113.662570,34.697323",0371-68750119;13676999343
河南省,郑州市,金水区,暂无数据,暂无数据,"113.660648,34.758415",13937108119
河南省,郑州市,管城回族区,柳城消防(香江工厂店),香江二路香江市场C区14排9号,"113.750390,34.748716",0371-68086119;15038059119
河南省,郑州市,管城回族区,小湖村消防站,南曹乡310国道与祥和路交叉口,"113.742893,34.661967",17637523637
河南省,郑州市,新郑市,暂无数据,暂无数据,"113.732395,34.604315",0371-62657608;13937188119
河南省,郑州市,荥阳市,一安消防,中原西路与荥泽大道交叉口西北角五洲城A5-1114,"113.415989,34.753554",15093145556;15093131877
河南省,郑州市,新郑市,汇通消防,龙湖镇华南城9A区1-73号,"113.741133,34.599514",15093226181
河南省,郑州市,新郑市,荣祥消防,华南城11B区1-221,"113.744892,34.597950",15290402119;18338619286
河南省,郑州市,管城回族区,柳城消防,东周路与福禄街交叉路口西南侧,"113.753644,34.749284",0371-68086119;15188397868
