省份,市,区县,店铺名,地址,坐标,电话
山西省,太原市,晋源区,阜鑫消防一站式采购,晋祠路新万水6区A10号,"112.511790,37.800104",0351-2729166
山西省,太原市,迎泽区,接发大王,五一东街消防队宿舍樊文花楼下,"112.575621,37.861665",15513825205
山西省,太原市,杏花岭区,暂无数据,暂无数据,"112.593773,37.870854",18734597950
山西省,太原市,杏花岭区,汽车玻璃,大同路20号,"112.547818,37.893911",15035110226;13803461927
山西省,太原市,小店区,佳友商改,康宁街消防队对面,"112.580964,37.741032",18636153555
山西省,太原市,小店区,宠魅影,真武东路苏宁小店楼上绿优超市旁边紧邻康宁消防队,"112.581118,37.741746",13209810891;13633478061
山西省,太原市,杏花岭区,顺和园饭店,大东关街消防队对面,"112.594610,37.875645",13835175522
山西省,太原市,尖草坪区,太原城际交通运输学校,尖草坪卧虎山路广立工业园区南200米,"112.590192,37.984645",15003468348
山西省,太原市,迎泽区,铁哥涮锅过桥火锅(桃南店),桃园南路省消防总队斜对面,"112.546124,37.848485",0351-7123383
山西省,太原市,杏花岭区,酷辣20元自助小火锅,大东关消防队对面儿童医院宿舍145号院底商,"112.594301,37.875559",13333400209
山西省,太原市,杏花岭区,东关酱肉面,大东关街148号太原市公安消防支队一中队西侧,"112.594225,37.875171",13653408525;0351-4425936
山西省,太原市,小店区,汾酒竹叶青专卖店728号店,"康宁东街福海苑小区2号楼底商,消防队往北80米","112.581135,37.741877",18234021919
山西省,太原市,杏花岭区,小泥炉炭火烤肉(大东关店),大东关街消防支队一中队往东100米路北,"112.595726,37.876016",13753181397
山西省,太原市,迎泽区,小吕精修电动车,东庙巷消防队斜对面,"112.558696,37.867364",13653656500
山西省,太原市,万柏林区,南方造型直营店,和平北路玉河街一号消防局对面,"112.510105,37.870818",18636988927
山西省,太原市,古交市,屯兰鞋店,屯兰西山煤电集团消防大队三中队,"112.106830,37.900068",15034414643
山西省,太原市,古交市,古交市晋民医院,腾飞路30号消防队旁,"112.153433,37.915023",0351-5152200
山西省,太原市,迎泽区,暂无数据,暂无数据,"112.545686,37.848550",0351-7580777;13623518012
山西省,太原市,迎泽区,唐久便利(双塔西街桃南路店),迎泽街道桃园南路59号,"112.545501,37.845677",0351-8230865;0351-2343027
山西省,太原市,迎泽区,晋湘阡之味鸭脖(桃园南路店),桃园南路中国邮政储蓄银行对面(消防总队往南200米),"112.545825,37.846178",13643457989
山西省,太原市,迎泽区,唐久便利(文源西巷口店),老军营街道新建南路25号1幢2单元1,"112.551506,37.854320",0351-2793919
山西省,太原市,迎泽区,暂无数据,暂无数据,"112.544886,37.861729",0351-4250080
山西省,太原市,杏花岭区,芦荟植物专业养发,大东关街消防队上面建材小区5号楼2单元102室,"112.592568,37.874811",15941301736
山西省,太原市,迎泽区,暂无数据,暂无数据,"112.542494,37.845653",15003418698;0351-4946142
山西省,太原市,古交市,暂无数据,暂无数据,"112.153416,37.915376",0351-5133666
山西省,太原市,杏花岭区,暂无数据,暂无数据,"112.582465,37.873028",0351-2621527;0351-2621777
