省份,市,区县,店铺名,地址,坐标,电话
吉林省,长春市,二道区,PE消防管材HDPE双壁波纹管,临河街2562c号附近,"125.366723,43.868337",0431-87067566;13944073588
吉林省,长春市,二道区,山西龙成消防管件衬塑管件,临河一条,"125.367552,43.869496",0431-85875040
吉林省,长春市,二道区,消防工程消防配套,洋浦大街(凯利长春国际工业品交易中心),"125.419436,43.895352",13069129508
吉林省,长春市,绿园区,洪广消防检测,台北大街与青萍路交叉口西150米,"125.304358,43.923293",0431-85086119;18946776119
吉林省,长春市,南关区,吉林省祥泰消防工程有限公司,天工路与生态大街交叉口东南100米,"125.379450,43.800537",18143105113
吉林省,长春市,南关区,吉林省东升消防工程有限公司长春分公司,生态大街与和美路交汇处东行200米中懋天地附近,"125.384252,43.816704",15844449696
吉林省,长春市,二道区,暂无数据,暂无数据,"125.413350,43.870850",0431-84948797
吉林省,长春市,南关区,吉林省平安消防工程有限责任公司,经济技术开发区浦东路与太原街交汇太原街润阳华苑2幢4单元110号,"125.393569,43.856619",13944848591
吉林省,长春市,南关区,CFS城安盛邦消防,亚泰大街5211号五环国际大厦101城,"125.344078,43.863215",0431-89106090
吉林省,长春市,二道区,忠义交通消防有限公司,东环城路东200米,"125.397457,43.891924",13843078983;13664416432
吉林省,长春市,二道区,丹维消防,洋浦大街凯利中心市场-C4-125号,"125.420700,43.894394",0431-89292519;13944164767
吉林省,长春市,二道区,暂无数据,暂无数据,"125.405381,43.877166",13756062119
吉林省,长春市,二道区,吉林精胜消防设备有限公司,洋浦大街6999号凯利国际工艺品c12号楼119室,"125.420628,43.895815",0431-86286119;13578875119
吉林省,长春市,宽城区,长春基洋消防车辆有限公司,奋进乡高新开发区北区航空街4388号,"125.418123,44.038074",0431-81792326
吉林省,长春市,绿园区,暂无数据,暂无数据,"125.275558,43.910532",13844839963
吉林省,长春市,二道区,长春驿鑫消防设备有限公司(吉林省总代理),四通路,"125.395271,43.897498",0431-88715119;18644987119
吉林省,长春市,绿园区,暂无数据,暂无数据,"125.306399,43.909207",0431-88889177
吉林省,长春市,二道区,暂无数据,暂无数据,"125.364241,43.872421",18626644568
吉林省,长春市,朝阳区,长春嘉信智能消防系统有限公司,硅谷大街3355号超达创业园12栋,"125.253108,43.816933",0431-85837357
吉林省,长春市,二道区,凯星塑胶灵达消防,临河街市场17栋30号,"125.367456,43.868786",0431-85827941;15164390641
吉林省,长春市,绿园区,暂无数据,暂无数据,"125.204326,43.927237",13804352334
吉林省,长春市,二道区,荣盛水暖消防,暂无数据,"125.420056,43.896662",0431-81968158;15144176899
吉林省,长春市,宽城区,暂无数据,暂无数据,"125.223591,44.032312",13604446668
吉林省,长春市,绿园区,嘉汇投资,西安大路与普阳街交汇处亚泰超市旁消防中心3楼,"125.291239,43.897751",0431-82955888
吉林省,长春市,二道区,亿隆消防,洋浦大街d34-106-107号附近,"125.420284,43.898906",13756001313;13756110909
吉林省,长春市,二道区,利达通风空调消防排烟风管加工设备,临河街2189-8号,"125.363979,43.870975",0431-81666807;13756988668
吉林省,长春市,双阳区,长春市市安消防器材检测站,东双阳大街北建龙第一城A41栋2单元106号,"125.682936,43.535307",18244078111
吉林省,长春市,二道区,高邮消防,洋浦大街凯利中心D15栋107号,"125.419975,43.898135",0431-81816132;15948782277
吉林省,长春市,二道区,鸿诚消防,洋浦大街凯利长春国际工业品交易中心C22-129号,"125.420165,43.896167",0431-86995009;13894815000
吉林省,长春市,二道区,闽山消防交通器材,公平西路172号,"125.361586,43.871086",13944167057
吉林省,长春市,绿园区,暂无数据,暂无数据,"125.259549,43.888681",0431-87965119;13634311673
吉林省,长春市,绿园区,暂无数据,暂无数据,"125.265592,43.888815",0431-86663535;0431-87674667;13756697788
吉林省,长春市,二道区,恒久消防灭火器批发,东环城路与公平路交汇北行200米路西,"125.393160,43.872421",0431-86638119;15843036119
吉林省,长春市,二道区,炫昱消防交通批发,东环城路中铁十三局小区,"125.393209,43.872568",13904317133
吉林省,长春市,二道区,金石消防,公平路210号附近,"125.362427,43.871104",0431-85850119;0431-86860119
吉林省,长春市,二道区,鸿顺消防,临河街与经纬南路交汇北行100米,"125.364946,43.867177",13394312119;13894887017
吉林省,长春市,二道区,广威消防,临河街2373号,"125.364016,43.869253",0431-85875982
吉林省,长春市,二道区,暂无数据,暂无数据,"125.421819,43.896034",0431-89694777;0431-89694888;13009003119
吉林省,长春市,二道区,吉晟消防(公平路),公平路与临河街交汇2165号,"125.363979,43.871032",0431-85875580
吉林省,长春市,二道区,远红消防(公平路店),临河街公平西路126号,"125.362314,43.871103",0431-85828178
吉林省,长春市,二道区,水力消防,洋浦大街凯利中心C24栋129-130号,"125.421022,43.896203",13644418119;13578880858
吉林省,长春市,二道区,盛鑫消防(凯利长春国际工业品交易中心店),洋浦大街凯利长春国际工业品交易中心C5-109号,"125.420761,43.895291",15949859595;13324478868
吉林省,长春市,二道区,福泽消防,暂无数据,"125.421586,43.896788",0431-88471879
吉林省,长春市,二道区,鸿腾消防,凯利市场C24-110号,"125.421162,43.896690",13578966321
吉林省,长春市,二道区,暂无数据,暂无数据,"125.421273,43.897416",15714313119
吉林省,长春市,二道区,东泰消防,二道街洋浦大街凯利中心D3栋111号,"125.419672,43.897681",0431-89268633;13278596119
吉林省,长春市,二道区,天兴消防,洋浦大街凯利市场c25-106-107,"125.421489,43.896559",13944882181;0431-81915119
吉林省,长春市,朝阳区,暂无数据,暂无数据,"125.307970,43.892989",0431-85850119;0431-86860119
吉林省,长春市,公主岭市,公主岭市公安消防大队,公主西大街2821号附近,"124.787763,43.490509",0434-6260119
吉林省,长春市,南关区,尚德消防培训学校,金城街831号,"125.434088,43.837195",0431-81759111
吉林省,长春市,二道区,暂无数据,暂无数据,"125.415068,43.880463",0431-88016093;15948036377
吉林省,长春市,二道区,暂无数据,暂无数据,"125.363979,43.870917",15948316888
吉林省,长春市,南关区,暂无数据,暂无数据,"125.317111,43.800578",0431-89235666
吉林省,长春市,朝阳区,吉林省公安厅消防局医院,永安街293号,"125.314051,43.891544",0431-88924487;0431-86802020
吉林省,长春市,宽城区,暂无数据,暂无数据,"125.282699,43.934491",13694488833
吉林省,长春市,二道区,暂无数据,暂无数据,"125.363920,43.870235",13664416432
吉林省,长春市,二道区,暂无数据,暂无数据,"125.361030,43.882478",0431-88925119
吉林省,长春市,二道区,江苏强盾消防(长春办事处),洋浦大街6999号凯利中心D27-120号,"125.421220,43.899250",18644924119
吉林省,长春市,宽城区,长春市高新消防支队长东北大队,应化新路2211号,"125.413793,43.973047",15754364617
吉林省,长春市,公主岭市,暂无数据,暂无数据,"124.808326,43.503072",0434-6213397
吉林省,长春市,二道区,长春市鑫兴盛华消防,吉林大路南150米,"125.415007,43.881103",13500899658
吉林省,长春市,榆树市,吉林博大消防接待处,承恩街与城壕路交叉路口东侧(天博居),"126.555937,44.836327",15943037767;13604430119
吉林省,长春市,二道区,泰和安消防电子,凯利中心C2-104,"125.419437,43.895077",18843015119
吉林省,长春市,南关区,吉林省安宇消防职业培训学校,东岭南街金桥花园27栋,"125.348061,43.853188",0431-81080333
吉林省,长春市,南关区,吉林省安宇消防职业培训学校,自由大路88号关东海鲜对面,"125.353615,43.863482",0431-81080333
吉林省,长春市,朝阳区,长春市鑫山消防设备有限公司,湖光路5号,"125.285427,43.845121",0431-85515626;13304326770
吉林省,长春市,二道区,暂无数据,暂无数据,"125.409353,43.858846",0431-81619119
吉林省,长春市,绿园区,大福缘煎饺,绿化街284号消防器材宿舍1栋101室,"125.258700,43.890978",13578721308
吉林省,长春市,公主岭市,暂无数据,暂无数据,"124.816542,43.502649",18104446667
吉林省,长春市,绿园区,正阳街佳通轮胎店,正阳街2759号佳通轮胎店(消防支队对面),"125.271259,43.878264",15304316859
吉林省,长春市,南关区,吾皇巴扎黑宠物生活馆,东环城路嘉柏湾小区6栋114消防通道内门市,"125.397892,43.853268",18004406179
吉林省,长春市,德惠市,德惠浩成汽车,松柏路消防队对过,"125.721153,44.518163",0431-87192222
吉林省,长春市,宽城区,增增快捷客房,北凯旋路与北环城路交汇中冶蓝城20号113门市欧亚超市正对面,"125.317283,43.953539",18186870891
吉林省,长春市,二道区,零捌壹玖饮品店,临河街岭东路北消防宿舍107号房,"125.364576,43.875301",15143065345
吉林省,长春市,朝阳区,易经国学馆(崇智店),永安街5号楼消防医院后边,"125.314113,43.891383",15500070757
吉林省,长春市,公主岭市,百花花卉花满屋,河南大街迎宾路道西805号(消防队南100米),"124.817042,43.502492",15834480145
吉林省,长春市,二道区,润知教育,临河街1661号临河街与岭东路交汇消防队对面,"125.363950,43.875849",0431-81964231
吉林省,长春市,绿园区,固特异轮胎,正阳街2837号(消防队对面),"125.271264,43.877790",0431-87623011
吉林省,长春市,榆树市,暂无数据,暂无数据,"126.531063,44.826022",0431-83677999;18244094999
吉林省,长春市,南关区,瑞和家宴,长春大街2095号(南关消防大队西侧),"125.347934,43.895252",0431-89670888
吉林省,长春市,朝阳区,苏尼特羊体验馆,高新技术产业开发区高薪区高薪消防队对面华光街117号,"125.253400,43.824607",0431-88998518
吉林省,长春市,公主岭市,暂无数据,暂无数据,"124.817563,43.501899",15500196959
吉林省,长春市,德惠市,德惠市建设街环城汽车修配厂,松柏路开发区消防队对面,"125.7231201,44.51758436",0431-86856777
吉林省,长春市,宽城区,新光复路市场,海尔大道,"125.288213,43.990135",0431-86101111
吉林省,长春市,二道区,尚鸿粮油批发,英俊镇四通路东郊消防队东150米道南,"125.414939,43.904617",13596491419
