省份,市,区县,店铺名,地址,坐标,电话
陕西省,西安市,未央区,暂无数据,暂无数据,"108.995019,34.348867",18992811197;13488229563
陕西省,西安市,灞桥区,消防器材沟槽卡箍阀门管件,杏渭路东200米,"109.032238,34.361433",029-86471996
陕西省,西安市,长安区,西安市长安区新海锦消防器材经营部,建业二路与郭杜南街十字向南300米郭杜南街75号-13,"108.861251,34.153352",029-68629786
陕西省,西安市,灞桥区,暂无数据,暂无数据,"108.995027,34.348951",029-89242912;13991101459
陕西省,西安市,未央区,上海阀门法兰弯头管件管材消防器材,朱宏机电市场北排付3号,"108.998026,34.382932",029-89609164;15319480556
陕西省,西安市,新城区,暖气片五金阀门日丰管件消防器材批发部,华清路188号西北五金机电工具建材市场东8排221号,"109.005277,34.286269",029-86286477
陕西省,西安市,高陵区,暂无数据,暂无数据,"109.017016,34.468388",13679133119;18092766139
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.063157,34.288525",13991395086
陕西省,西安市,未央区,暂无数据,暂无数据,"108.807946,34.301298",15291919109
陕西省,西安市,莲湖区,西安腾达消防器材有限公司,二环路沿线商业经济带丰庆路358号附近,"108.886777,34.252032",029-84246241;13359256050;13619253053
陕西省,西安市,雁塔区,暂无数据,暂无数据,"109.034028,34.250359",029-68962838;13227793926
陕西省,西安市,未央区,西安丰兴消防器材有限公司,汇景国际建材市场C-1排66-67,"108.985462,34.358661",15249199119
陕西省,西安市,未央区,信立消防器材有限公司,天台三路10号附近,"108.819669,34.266385",13991212892
陕西省,西安市,未央区,陕西广一消防器材工程安装有限公司,北三环五金机电水暖市场37号,"108.967725,34.371057",029-83662875
陕西省,西安市,未央区,陕西安力信消防器材有限公司,欧亚大道欧亚国际B座901,"109.016733,34.331856",029-83668119;18729988119
陕西省,西安市,未央区,陕西西友消防器材设备有限公司,阿房二路,"108.848472,34.275441",029-86222709;13572233335
陕西省,西安市,鄠邑区,暂无数据,暂无数据,"108.613103,34.114754",18792899767
陕西省,西安市,未央区,秦北消防(总店),北三环大明宫建材市场钢材B区6排1-2号,"108.971029,34.368042",13572000444;029-81622888
陕西省,西安市,未央区,首安消防,北辰大道北辰五金机电批发基地1区4排37-38号,"109.002009,34.372891",13992811371
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.050454,34.275884",18792585221;13519174612
陕西省,西安市,未央区,永安消防,北三环五金机电水暖灯具批发市场3排25-26号,"108.967388,34.370960",029-86277853;13519194434
陕西省,西安市,未央区,暂无数据,暂无数据,"108.970943,34.366121",029-89169472;029-89167363;15389250858
陕西省,西安市,新城区,源林劳保,华清东路五金市场西十三排879-880号,"109.004193,34.285177",029-62210502;13991111983
陕西省,西安市,未央区,广渤消防,北三环五金机电水暖灯具批发市场5排9-10号,"108.967336,34.370310",18292861568
陕西省,西安市,未央区,秦北消防交通(大明宫总店),北三环大明宫建材市场管业B区1排17-18号,"108.973765,34.369973",029-89156119;029-81622888;13991177932
陕西省,西安市,灞桥区,鼎硕消防,华南城D区11街7栋23一25号,"109.047438,34.364864",13259441761
陕西省,西安市,未央区,闽太消防(显庆路店),北三环大明宫市场钢材区西排27号,"108.971837,34.367182",029-86716236
陕西省,西安市,未央区,艺光消防陕西运营中心二部,太华北路西北灯城1C-1-13号,"108.978241,34.357708",13659256353
陕西省,西安市,未央区,陕西分享消防机电设备有限公司,昭远门路大明宫钢材阀门交易中心北排3号,"108.992679,34.367646",029-89298961;029-86103657;15129063678
陕西省,西安市,未央区,西安中利消防,秦川路与红旗路交叉口西200米铁道南7号库房,"108.975541,34.352896",13572858829
陕西省,西安市,未央区,西安潇湘川海消防设备有限公司,北三环北辰立交北辅道向西10米大明宫钢材阀门消防器材交易中心C3排25-28号,"108.991102,34.363786",029-86470419;18392978219;18192045089
陕西省,西安市,临潼区,暂无数据,暂无数据,"109.225060,34.382701",13659189456
陕西省,西安市,莲湖区,暂无数据,暂无数据,"108.945580,34.265464",15619000572
陕西省,西安市,未央区,吉龙消防(显庆路),北三环钢材A区西排18-19号,"108.971820,34.367817",029-86490539
陕西省,西安市,未央区,鸿安阀门消防,北宸机电市场1区1排19-20号,"109.002929,34.380022",029-89297651
陕西省,西安市,未央区,升辉消防阀门设备,北辰大道88号大明宫五金机电灯饰城付一排,"108.992437,34.331159",029-62635803;15129220576
陕西省,西安市,雁塔区,大华消防,长鸣路108号,"109.025132,34.223391",029-89133806
陕西省,西安市,未央区,兴乐消防,西安经济技术开发区草滩生态产业园尚苑路3669号,"108.898364,34.373292",029-86191988
陕西省,西安市,长安区,东鸿消防科技,瓜彰路与036村道交叉口东南200米,"108.990732,34.097025",13335393517
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971810,34.367691",029-86328422;13572475875
陕西省,西安市,未央区,暂无数据,暂无数据,"108.813640,34.290736",029-85242754
陕西省,西安市,未央区,西安市万佳消防阀门物资销售部,玉祥工业品批发市场7排34号,"108.807608,34.301159",029-89303677;15399092106
陕西省,西安市,灞桥区,金盾消防,华南城五金机电交易中心D区15街6栋16/18号,"109.046335,34.365785",029-86729756;18966934119;13991881528
陕西省,西安市,未央区,复兴消防,吉祥水暖五金机电市场1排33-34号,"109.004866,34.380063",13991238270;029-86197770
陕西省,西安市,新城区,暂无数据,暂无数据,"109.009111,34.277250",13152106563
陕西省,西安市,碑林区,江灏消防,长安北路52号中工电子市场49号,"108.946341,34.236052",029-68858119;18802990888
陕西省,西安市,未央区,暂无数据,暂无数据,"108.975653,34.370877",029-81315962;13891937118
陕西省,西安市,碑林区,朱雀消防公司,朱雀大街北段87号,"108.939380,34.246960",029-88401884
陕西省,西安市,未央区,陕西能威物资煤矿油田电厂化工阀门管件消防大全,北辰大道朱宏机电市场8排54号,"109.003003,34.381580",13759999709
陕西省,西安市,未央区,消防工程安装公司西北总公司,凤城六路与明光路交汇处旭弘西北广场16层,"108.928802,34.334553",18192950281;029-86692677
陕西省,西安市,临潼区,恒霖消防,东大街84号西南50米,"109.214537,34.368609",13032973737
陕西省,西安市,雁塔区,暂无数据,暂无数据,"108.873345,34.193210",029-89566502
陕西省,西安市,未央区,暂无数据,暂无数据,"108.976014,34.370581",029-86630234;13645927503
陕西省,西安市,未央区,旺升消防,灞浦二路北辰五金机电批发基地2区8排48-50号,"108.999950,34.372812",13700238119;13892837563
陕西省,西安市,未央区,暂无数据,暂无数据,"108.831570,34.305521",029-84591502
陕西省,西安市,未央区,九头鸟消防,汇景国际A区4排18-19号,"108.983305,34.358835",029-86218547
陕西省,西安市,雁塔区,陕西中安消防股份有限公司,高新区唐延路35号旺座现代城G座26层,"108.891582,34.215048",029-88892201
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971821,34.367872",029-86328460;029-81611828;13891822856
陕西省,西安市,未央区,暂无数据,暂无数据,"108.975150,34.369988",029-86711205;15029028033
陕西省,西安市,雁塔区,明盾消防,电子城商圈东仪路173-d号,"108.928821,34.208233",029-83704785
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.113419,34.330621",029-88218659
陕西省,西安市,未央区,卧龙水暖消防管件,西部建材城钢材区G-4排9号,"108.986495,34.351781",029-86553115;13572892693
陕西省,西安市,未央区,西安市浐生态区杰昕五金机电供应站,辛王公路浐灞生态区北辰五金机电批发基地1区12排39号,"109.002223,34.374028",13709207705
陕西省,西安市,临潼区,临安消防设备有限公司,秦陵南路71-7号附近,"109.221405,34.371396",18700011115
陕西省,西安市,雁塔区,陕西秦北消防机电设施有限公司,富鱼路鱼化工业园甲字8-1号,"108.829191,34.237050",029-86629337
陕西省,西安市,长安区,暂无数据,暂无数据,"108.846840,34.170246",029-88892123
陕西省,西安市,灞桥区,阀门消防水暖,杏渭路东200米,"109.032033,34.362415",029-83623079;18066660783
陕西省,西安市,未央区,陕西鼎正消防检测有限公司,凤城九路海博广场A座10604-10605,"108.946135,34.348175",13038595988
陕西省,西安市,未央区,暂无数据,暂无数据,"108.968507,34.370742",15596677966
陕西省,西安市,高陵区,暂无数据,暂无数据,"109.040738,34.487032",18991920909
陕西省,西安市,未央区,安卓消防科技有限公司,红旗东路联合新村3号楼2单元2504室,"108.980770,34.354461",029-86634150
陕西省,西安市,未央区,陕西天成消防科技有限公司,北三环大明宫建材市场钢材A区8排13-15号,"108.972321,34.367466",18202978552
陕西省,西安市,雁塔区,暂无数据,暂无数据,"108.877754,34.228017",13572125626
陕西省,西安市,长安区,暂无数据,暂无数据,"108.861073,34.153162",13991395086
陕西省,西安市,灞桥区,西安博源消防设备有限公司,电厂东路北段50号铁路口向北,"109.057146,34.289652",18602938619
陕西省,西安市,雁塔区,暂无数据,暂无数据,"108.833402,34.246457",029-68629786
陕西省,西安市,未央区,和润消防设备有限公司,北三环大明宫钢材阀门交易中心市场C区1排5-7号,"108.991465,34.364096",18192325280
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.041141,34.359585",17835430033;13571903577
陕西省,西安市,临潼区,暂无数据,暂无数据,"109.153537,34.358848",029-83950633
陕西省,西安市,雁塔区,陕西铁中消防科技有限公司,旺座曲江G座21楼,"109.015121,34.211360",029-82220723
陕西省,西安市,雁塔区,陕西中泽消防科技有限公司,沣惠南路20号华晶商务广场A座608室,"108.887063,34.222079",13389268388;029-89153119
陕西省,西安市,蓝田县,暂无数据,暂无数据,"109.150015,34.248017",18009287078
陕西省,西安市,莲湖区,陕西瑞合消防设备有限公司,枣园西路221号附近,"108.861962,34.280723",029-81326906;18092160761
陕西省,西安市,灞桥区,陕西晋谷消防设备有限公司,华南城B区10-2-24,"109.032140,34.360342",13233011003
陕西省,西安市,雁塔区,西安永华消防设备有限公司,鱼化工业园区1号,"108.827447,34.238747",029-89102072
陕西省,西安市,未央区,陕西国源消防设备有限公司,北辰五金批发基地1区9排45号,"109.001656,34.373666",029-89368958;13892807573
陕西省,西安市,灞桥区,陕西海辰消防设备有限公司,华南城五金机电B区4街4栋11-13号,"109.033668,34.362073",13299008793
陕西省,西安市,未央区,陕西吉威消防设备有限公司,北三环五金机电水暖灯具批发市场4排33号,"108.967434,34.371202",15129051119
陕西省,西安市,未央区,西安安顺消防科技有限公司,太华路12-13号,"108.982773,34.358238",13572947239
陕西省,西安市,未央区,西安银安消防设备有限公司,车家堡工业园11号,"108.974156,34.346997",18509238119
陕西省,西安市,未央区,西安袁高消防工程设备有限公司,北三环大明宫建材市场钢材B区2排6-13号,"108.970532,34.369106",029-81704242;15829359335
陕西省,西安市,碑林区,西安润驰消防设备有限公司,长安路长安大街3号2A-2013室,"108.948941,34.231222",029-85352221;13363936628
陕西省,西安市,未央区,陕西戎达消防检测有限公司,凤城九路与未央路十字海博广场A座2501室,"108.946231,34.348160",13002289199
陕西省,西安市,未央区,西安闽消消防科技有限公司,红旗东路大明宫钢材交易中心4街39号,"108.986855,34.351412",029-86617229
陕西省,西安市,碑林区,陕西圣鑫消防设备工程有限公司,邮电南巷与红缨路交叉路口西侧(朱雀坊),"108.935236,34.244273",029-63680119
陕西省,西安市,周至县,暂无数据,暂无数据,"108.384960,34.073314",029-85107000
陕西省,西安市,雁塔区,陕西瑞博尔消防科技有限公司,太白南路216号嘉天国际A座3楼304室,"108.914704,34.221750",029-88376363
陕西省,西安市,未央区,陕西新辉超消防科技发展有限公司,北寰机电市场6排7号,"109.004669,34.379145",13630222595
陕西省,西安市,未央区,陕西凯威盾消防科技有限公司,大明宫钢材阀门交易中心B区4排10号,"108.991081,34.365502",029-81713400;18392995001
陕西省,西安市,未央区,西安安福特消防设备有限公司,六村堡镇相家巷村三组3号,"108.854396,34.337116",13260032333
陕西省,西安市,碑林区,陕西泷润消防工程有限公司,体育场北门金兰商务会馆A座B301室,"108.942473,34.234950",029-83691427
陕西省,西安市,鄠邑区,暂无数据,暂无数据,"108.670657,34.119471",18681816088;18502937711;13720773119
陕西省,西安市,高陵区,陕西远峰云消防科技有限公司,渭阳八路与泾惠十四路交口往南120米路东,"109.034714,34.498384",18149214119
陕西省,西安市,未央区,西安凯盛德消防设备有限公司,辛王公路西100米,"109.004707,34.379122",029-86268746
陕西省,西安市,未央区,陕西西安消防检测维保有限公司,凤城九路西50米,"108.944029,34.347737",029-86115433
陕西省,西安市,未央区,陕西辉信消防科技有限公司,大明宫钢材阀门交易中心C4排16-23号,"108.991165,34.364064",029-83665346;13201691611
陕西省,西安市,未央区,陕西秦腾消防检测有限公司,经济开发区文景北路11号星舍大厦2119室,"108.938235,34.315024",029-86528448
陕西省,西安市,碑林区,陕西乐雁消防工程有限公司,东大街南花园安同大厦国际生活城6层606室,"108.958718,34.258990",13991920759
陕西省,西安市,长安区,暂无数据,暂无数据,"108.759229,34.262542",13186060726
陕西省,西安市,雁塔区,陕西亿利达消防工程有限公司,西沣一级公路与锦业二路交叉口西100米,"108.885141,34.182581",029-62080717
陕西省,西安市,未央区,秦北消防总店,昭远门路大明宫钢材阀门交易中心A1排4-6,"108.992678,34.367126",13892879355;029-81313676
陕西省,西安市,未央区,万力达消防工程设备有限责任公司,北二环路金泰财富中心5层A0501-0502、0505,"108.939743,34.309309",029-87781419
陕西省,西安市,未央区,西安九头鸟消防安全设备,北三环大明宫市场门业A区12排18号,"108.980224,34.368108",13891915057;029-86218547
陕西省,西安市,未央区,陕西鼎安消防安全检测评估有限公司,凤城四路移动公司商住楼1701室,"108.946186,34.327655",029-86688533;15389019621
陕西省,西安市,灞桥区,西安特安优消防阀门有限责任公司,-西安市-灞桥区-华南城E1区11街3栋7号,"109.051178,34.364310",15229886339
陕西省,西安市,未央区,广州运龙消防设备有限公司西安办事处,大明宫钢材阀门交易中心南排1号,"108.992532,34.367397",13572992119
陕西省,西安市,雁塔区,陕西立达安消防设施检测有限公司,南二环西段118号安馨园大厦19层19G,"108.924344,34.231869",029-88810022
陕西省,西安市,未央区,暂无数据,暂无数据,"108.806336,34.302450",13572272556;13609189627
陕西省,西安市,莲湖区,=西安通昱科创集团有限公司,西关正街70号非凡格调1507室,"108.921027,34.258924",029-84389138
陕西省,西安市,未央区,陕西鼎瑞诚安消防设计工程有限公司,梨园公馆西门一层103号,"108.915675,34.294019",15029011403
陕西省,西安市,未央区,陕西鑫昌泰消防管道设备有限公司,汉渠北路,"108.984452,34.358846",029-68777990;13630288994
陕西省,西安市,雁塔区,西安铭秦消防安全技术有限公司,科技五路数字大厦B栋15层,"108.886522,34.215587",029-63336119
陕西省,西安市,未央区,华昌达消防水力消防,昭远门路北三环大明宫建材市场钢材A区1排10号,"108.978337,34.367579",029-86102120;13909208930
陕西省,西安市,碑林区,陕西普瑞泰消防安全技术服务有限公司,二环南路东段-208号西北新闻大厦A座21-E,"108.981145,34.236140",029-82350038
陕西省,西安市,未央区,萃联(中国)消防装备制造有限公司,北辰大道北段吉祥水暖机电市场5排9-10号,"109.003629,34.381248",029-86399363;15209181320
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971982,34.369314",029-86102120;13909208930
陕西省,西安市,未央区,陕西新星上通消防科技有限公司,北辰五金机电批发基地1区7排41-42号,"109.002374,34.373340",18189118383
陕西省,西安市,未央区,山西太谷天和牌消防管件,大明宫管业基地交易中心D7室排6-11号,"108.992582,34.351784",029-86193530
陕西省,西安市,未央区,川安闽峰消防阀门,灞浦四路朱宏机电市场1排34-2,"109.002096,34.380635",18166666068
陕西省,西安市,未央区,西安海英消防设备有限公司销售处,梨园路梨园公馆西门,"108.915587,34.293418",029-88413977
陕西省,西安市,未央区,中环阀门管件消防钢管角铁,辛王公路16号附近,"109.004482,34.379813",13571887415
陕西省,西安市,未央区,泉高3C消防阀门,昭远门路南150米,"108.991646,34.366911",029-89160890
陕西省,西安市,莲湖区,西安市莲湖区意成消防水暖经销部,环城西路330号附近,"108.921618,34.267825",13909285948
陕西省,西安市,未央区,电动气动阀门电磁阀阀门钢材消防,辛王公路北辰五金机电批发基地内,"109.001872,34.373156",18629507393
陕西省,西安市,鄠邑区,西安建荣机电工程有限公司,鄠邑区西户高新技术企业孵化器D5栋5楼东段,"108.656255,34.095590",13572489497
陕西省,西安市,长安区,陕西顺昌安全科技有限公司,局连甲字四号表厂新区顺昌消防,"108.968689,34.133458",13991162370
陕西省,西安市,未央区,易建教育西安分公司,文景路国金中心C座1804室,"108.937221,34.339958",17502936920
陕西省,西安市,雁塔区,陕西坚瑞沃能股份有限公司,科技二路65号6幢10701房,"108.885770,34.226011",029-88332970
陕西省,西安市,未央区,中山市奇辉电器科技有限公司(工厂直营店),同泰灯具市场A区12排40号,"108.986102,34.360165",13560601516;15332467805
陕西省,西安市,灞桥区,西安申科平衡机有限公司,原华清路与电厂西路交叉口北150米大唐陕西发电有限公司灞桥热电厂消防队附近,"109.055846,34.294616",13309295540
陕西省,西安市,长安区,陕西长消,冯村丰裕路附近,"108.701774,34.183043",029-86264532;029-85855457
陕西省,西安市,未央区,景泰阀门·消防·阀门,北三环大明宫建材市场管业A区1排13号,"108.975288,34.370001",029-86107902;029-86110983;13991197158
陕西省,西安市,未央区,消防应急照明,暂无数据,"108.993112,34.332958",029-86406905;13991923705
陕西省,西安市,未央区,北三环防水区便利店,北三环五金机电水暖灯具批发市场2排15-16号,"108.968588,34.365965",18192655828
陕西省,西安市,未央区,万盛景观防腐木,消防培训基地对面泰汉防腐木批发市厂3号门万盛景观防腐木,"108.956005,34.384371",18392510257
陕西省,西安市,未央区,中山市奇辉电器科技有限公司陕西省运营中心,同泰灯具电料批发市场A区3排41-42号,"108.984938,34.360088",029-86327512;15229267111
陕西省,西安市,未央区,阀门管件,未央湖街道北辰大道朱宏机电市场1排,"109.002562,34.380402",13669293567
陕西省,西安市,未央区,上海津高阀门,北三环大明宫钢材b区东排25-26号,"108.971287,34.367654",029-86490500;4000700338;18192685709
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971011,34.367166",029-86115618;13991999458
陕西省,西安市,蓝田县,新鑫五金,蓝关街道蓝关镇长坪路中段(车站十字向北150米路东),"109.313109,34.157016",13991830996;13772492333
陕西省,西安市,未央区,上海多艺阀门,北三环大明宫建材家居批发基地钢材A区西排33-34号,"108.971805,34.366726",029-81312566;13892838208
陕西省,西安市,未央区,暂无数据,暂无数据,"108.974199,34.370697",029-86351103;13619211901
陕西省,西安市,雁塔区,西安市雁塔区海钰消防器材经销部,富源二路二府庄建材市场三期东一排20-21号,"108.833556,34.246314",13991385196;029-62529665
陕西省,西安市,灞桥区,三江消防器材交通设施批发零售,华南城D区6街7栋1号,"109.046443,34.363449",029-86610907;13909217119
陕西省,西安市,莲湖区,明康消防器材维修维保厂,丰禾路138号西区附6号院内,"108.908409,34.278902",029-86262898
陕西省,西安市,未央区,暂无数据,暂无数据,"108.807434,34.301186",4008268484
陕西省,西安市,未央区,金诺达消防水,北三环大明宫建材市场管业B区11排17-18号,"108.973742,34.371409",029-86309002;029-86104969;13609208933
陕西省,西安市,未央区,专业批发消防应急灯,北三环同泰灯具批发市场A区4排12-13号,"108.985073,34.361337",029-81319596;029-81701639
陕西省,西安市,未央区,陕西泰诚机电设备有限公司,北辰大道大明威斯特消防市场C排6号,"108.994846,34.348720",029-86516828;13909292638
陕西省,西安市,未央区,西安泉州市三星消防设备有限公司,汇景国际建材城D区1排,"108.985168,34.358403",029-68716673;15398009588
陕西省,西安市,长安区,兴家消防,南长安街何家营村3组104号,"108.941412,34.132521",15700005698
陕西省,西安市,未央区,和天下实业有限公司,朱宏机电市场17排10号,"109.002523,34.383111",029-86112280;18092513235
陕西省,西安市,雁塔区,暂无数据,暂无数据,"109.025414,34.223132",15229068777;15829533373
陕西省,西安市,未央区,柳城消防(北辰路店),北辰大道霸上广告城A1排1号,"108.995028,34.349014",13630222969;13572862912
陕西省,西安市,未央区,天外天喷泉设备厂,东兴路消防队培训基地斜对面防腐木市场3号门,"108.956320,34.385099",15877551661
陕西省,西安市,未央区,三辉消防总汇,大明宫钢材阀门交易中心北排4号,"108.992492,34.367731",15596633577;029-86688119
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.027043,34.271971",029-83276625;13571952317
陕西省,西安市,新城区,能成消防,咸宁东路641号,"109.019796,34.251395",029-82691585;15389211198
陕西省,西安市,未央区,暂无数据,暂无数据,"108.988097,34.348720",029-86262898;13909201732
陕西省,西安市,灞桥区,天广(明康)消防维保器材有限公司,西安市国际港务区华南城D区5栋13街19号,"109.045024,34.365575",029-86262898;13909201732
陕西省,西安市,未央区,陕西景夏消防科技有限公司,北辰大道朱宏机电市场6号门东斜对面,"108.999274,34.380439",029-86483426
陕西省,西安市,长安区,西安消防,南长安街217号附近,"108.945567,34.146943",029-85299119;13325489565
陕西省,西安市,未央区,暂无数据,暂无数据,"108.970946,34.366207",029-86729206;13891923023
陕西省,西安市,雁塔区,高新消防大队,瞪羚路与丈八六路十字西南角金盾大厦6层,"108.855956,34.201364",029-86753971
陕西省,西安市,未央区,中利消防,辛王路北辰五金机电批发基地2区8排11-14号,"109.001175,34.373583",13572858829;18700990866
陕西省,西安市,未央区,暂无数据,暂无数据,"108.992471,34.367660",029-86680288
陕西省,西安市,未央区,大华消防(总店),北三环大明宫建材市场钢材B区8排1-5号,"108.971089,34.366697",029-81623888
陕西省,西安市,未央区,暂无数据,暂无数据,"108.943609,34.319381",029-86167555
陕西省,西安市,灞桥区,恒泰消防(咸宁东路店),咸宁东路473号附近,"109.031313,34.251404",13299107868
陕西省,西安市,未央区,暂无数据,暂无数据,"108.991306,34.364790",029-86685728;029-86685727;18709208369
陕西省,西安市,未央区,山河消防交通,北三环大明宫建材市场管业A区1排9-11号,"108.975504,34.369991",029-89612878;18709208369
陕西省,西安市,灞桥区,大秦消防,华南城五金机电D区5街7栋22号,"109.046977,34.363034",13991299733
陕西省,西安市,未央区,金盾消防,西北管型材批发基地D区2排4-5号,"108.988242,34.330373",029-86729756;18966934119
陕西省,西安市,灞桥区,升辉消防,华南五金机电城D区5区5栋13-16号,"109.044835,34.363313",15129220576
陕西省,西安市,未央区,暂无数据,暂无数据,"109.001186,34.366629",13519187168
陕西省,西安市,未央区,大宇消防,北三环与显庆路交叉口北200米,"108.971096,34.366794",029-89605338;18192259828
陕西省,西安市,阎良区,暂无数据,暂无数据,"109.257073,34.660455",15202477894;18302906954
陕西省,西安市,未央区,暂无数据,暂无数据,"108.806297,34.301156",029-89508099;18966551589
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.057452,34.280691",029-83323119
